Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Borough_Staten Island
13697,5837670,58282.0,1932,1,100,97.3,3.8,0.1,497712.2,5011.0,,,,,,6.024899323194219,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035,2733464,146072.0,1959,1,100,89.4,,,9972453.2,,,40.754991,-73.965357,6.0,98.0,6.272310808550481,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,3259164,52496.0,1930,1,100,5.4,1.6,,,,,40.809053000000006,-73.908618,1.0,35.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,2788761,360400.0,1892,1,100,21.1,4.4,0.1,2174100.3,25095.5,5.03,40.644512,-74.021675,7.0,22.0,4.749270529961848,1.6154199841116479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,2665256,64848.0,1900,1,100,113.7,4.6,0.1,469815.0,4698.2,,40.843945,-73.933949,12.0,261.0,6.14010004624713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,3118038,52074.0,2002,1,100,77.7,4.1,0.7,3341974.2,37204.9,,40.806677,-73.94496,10.0,200.0,5.178970608915471,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7602,2957507,51858.0,1936,1,100,100.0,5.4,0.1,534727.5,5424.0,22.37,40.857278,-73.90528,5.0,239.0,5.830708768228588,3.107720775502038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,2658179,87872.0,1951,1,100,63.7,3.8,0.5,4636958.9,50300.0,55.36,40.827328,-73.944253,9.0,231.0,5.506550305126492,4.0138573113094145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13481,4408053,138000.0,1985,1,100,68.5,4.2,0.6,6602633.1,71880.2,63.85,,,,,5.859931157146132,4.156536582478548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,4401396,51122.0,1911,1,100,167.2,16.4,0.3,1443806.3,14438.1,177.16,40.737931,-73.988016,5.0,50.0,5.9581662617064675,5.177053279054998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10542,2900402,67417.0,1929,1,100,69.0,3.1,0.6,4111000.1,45346.5,33.07,40.654042,-73.951862,17.0,820.0,5.38632824387075,3.4986265269937014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3071,4952018,141885.0,1928,1,100,93.0,5.8,0.0,269835.5,2739.5,50.57,40.777053,-73.977928,7.0,157.0,6.273065667993761,3.9233585150918917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,4862181,56354.0,1930,1,100,46.9,8.1,0.2,1066897.0,11047.1,24.57,40.717707,-73.983828,3.0,12.0,4.037774210733707,3.201526186533088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14193,4957181,66466.0,2013,1,95,73.6,4.7,0.6,3817199.9,40546.1,50.72,,,,,5.311727053457954,3.9263203101289705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8957,4440264,76200.0,1972,1,100,63.5,8.2,0.4,3840360.8,44498.8,,40.692868,-73.98815400000001,2.0,11.0,5.318119993844216,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,4409216,125235.0,1950,1,100,76.9,5.9,0.1,1766075.0,18007.4,36.18,40.723214,-74.00620500000001,2.0,37.0,6.282453645317259,3.588506479967149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,3536971,108600.0,2003,1,100,159.6,17.7,1.0,10657483.7,107445.5,129.87,40.739919,-74.006106,2.0,79.0,6.338770741042614,4.866533950121999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,4043947,72000.0,2004,1,100,148.7,6.7,1.4,9296023.5,102194.8,102.68,40.821979,-73.89999,2.0,12901.0,6.202130576911079,4.6316173560029394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6740,5091506,62911.0,1927,1,100,100.5,5.3,,,,,40.838028,-73.922188,4.0,211.0,5.946990057006152,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2591905,365792.0,1986,1,95,101.1,25.8,,,,,40.703312,-74.013038,1.0,9.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,5831726,62545.0,1985,1,100,54.9,14.9,0.0,224806.2,2919.4,20.83,,,,,2.4765384001174837,3.0363942552728806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,4406995,52700.0,1936,1,100,80.2,3.0,0.8,3681340.9,40059.5,81.22,40.610941,-73.959629,14.0,542.0,5.27556037942542,4.397161522258152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,5983679,81199.0,1908,1,100,20.8,6.1,,,,,40.709241,-74.008,1.0,1502.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8774,2817574,92600.0,1954,1,100,125.1,,,332292.1,,53.26,40.88519,-73.90749,8.0,295.0,6.640921039043194,3.9751855803857863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313,5857244,64895.0,1927,1,100,84.4,6.6,0.6,3973142.2,39731.4,117.99,40.844344,-73.84641500000001,10.0,200.0,5.351858133476067,4.770599875111828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12303,4962433,100000.0,1900,1,100,60.3,9.6,0.3,3170459.8,33910.1,,,,,,5.126342101808226,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,2884646,61500.0,1931,1,100,83.6,4.0,0.7,4284243.4,45600.0,105.09,40.879455,-73.881968,7.0,419.0,5.427589702252176,4.654817125877505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,5848914,216000.0,1954,2,100,88.6,5.0,0.0,859268.5,8706.7,,40.836923999999996,-73.86535400000001,9.0,218.0,7.039134357038517,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14391,2708775,180000.0,1960,1,100,39.6,1.6,0.4,5593697.7,62619.4,1.16,,,,,5.694068782468562,0.14842000511827322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,4043935,193564.0,2004,1,100,73.4,6.9,0.5,9788407.9,104292.3,91.82,40.822205,-73.91454399999999,1.0,69.0,6.25363648538967,4.519830138821076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11652,2842033,114300.0,1963,1,100,110.4,4.5,1.0,10771600.2,114446.8,63.49,40.592674,-73.959158,15.0,584.0,6.349313801274483,4.150882413182359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8143,2598384,126696.0,1964,1,100,94.1,19.7,0.3,3071906.4,36444.0,6.02,40.824119,-73.8594,9.0,42.0,5.094976442530006,1.7950872593207297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,5851417,230654.0,1926,1,100,81.1,21.6,0.1,1716200.0,17809.9,86.52,40.759212,-73.97462,5.0,102.0,4.513054897080286,4.460375601084858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5269,2710793,268639.0,1972,1,100,152.2,10.0,1.1,29639036.3,296390.4,,40.801080999999996,-73.934718,11.0,194.0,7.4150546929715695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14494,3782599,206936.0,1988,1,85,136.7,17.9,0.8,15864902.8,163519.3,82.06,,,,,6.736611022778308,4.40745068701404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,2614205,600967.0,1999,1,100,74.9,6.1,0.6,39600417.5,420532.3,30.55,40.779030999999996,-73.988229,7.0,155.0,7.651310362085928,3.4193646856176043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11355,5834206,68400.0,1935,1,100,77.3,2.8,0.7,5402700.0,57836.0,,40.621378,-73.95558100000001,14.0,760.0,5.659482215759621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,4921987,476739.0,1988,1,100,101.8,11.1,,,,,40.748709999999996,-73.973567,6.0,88.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13345,2747160,64716.0,1931,1,100,88.8,3.9,0.8,4865500.0,52011.6,54.44,,,,,5.554508771908447,3.9970991777832654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800,4956899,91314.0,1999,1,95,46.4,5.3,0.3,3432859.8,34328.6,112.9,40.807151,-73.916152,1.0,2702.0,5.205653681684617,4.726502471155617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,2655089,75120.0,1924,1,100,55.6,2.9,0.5,3685799.6,40216.5,23.4,40.696574,-73.99703199999999,2.0,301.0,5.27709373009641,3.152736022363656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10543,3117608,98524.0,1965,1,100,16.0,4.5,,,,57.22,40.648462,-73.969599,14.0,506.0,,4.0469034876219645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12159,4219041,436814.0,1915,1,90,77.8,16.7,0.1,2570240.0,25702.4,21.3,,,,,6.380461462508839,3.0587070727153796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,2667321,77928.0,1961,1,100,79.7,5.2,0.0,208667.0,2132.9,39.6,40.772804,-73.957852,8.0,134.0,5.928258471204189,3.6788291182604347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,2811143,525266.0,1928,1,100,106.3,11.9,0.7,35234780.8,385818.3,,40.758663,-73.988738,5.0,119.0,7.534495527344483,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,4989877,253722.0,2007,1,100,17.7,1.8,0.1,2920899.9,31812.1,10.28,40.815363,-73.937843,10.0,212.0,5.044070070182493,2.330200260027019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,4038913,77465.0,1917,1,100,66.5,4.5,0.6,4619336.8,51265.4,37.27,40.799457000000004,-73.9694,7.0,191.0,5.502889532276811,3.618188713491167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,4948552,55000.0,1927,1,95,76.8,6.8,,,,15.34,40.748263,-73.99385699999999,5.0,95.0,5.392718041969521,2.73046379593911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9735,2271554,120000.0,1880,1,100,81.8,9.4,0.6,6783600.0,76421.7,1.38,40.687703000000006,-73.96464499999999,2.0,197.0,5.886937017754048,0.3220834991691132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,1273461,205020.0,1957,1,100,69.8,,,,,,40.760703,-73.975634,5.0,104.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,2670762,148031.0,1962,1,100,44.4,5.5,,3869066.9,,42.14,40.779132000000004,-73.952605,8.0,14602.0,5.32544603393629,3.740997408376043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2558651,173159.0,1932,1,95,97.1,18.5,,,,,40.707725,-74.01163199999999,1.0,7.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12937,4897291,204340.0,1952,3,95,147.4,2.2,1.5,27581799.5,298143.4,48.63,,,,,7.337392539061287,3.8842406244156944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2809865,64842.0,1980,1,100,78.9,1.2,0.7,4668999.9,46690.0,52.55,40.808832,-73.958021,9.0,20701.0,5.5134287461649825,3.96176509732296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,3311608,54528.0,1900,1,100,85.5,11.3,0.5,2887600.1,32113.2,32.78,40.712664000000004,-73.965884,1.0,549.0,5.0330488889331555,3.4898185733156835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9353,4928934,50622.0,1910,1,100,78.8,3.8,0.7,3303999.7,35470.4,56.65,40.672442,-73.965165,8.0,215.0,5.167639042905921,4.036891987474015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11802,2811579,87000.0,1955,1,100,81.1,3.5,0.7,5986856.9,63268.2,64.96,40.622765,-73.93603399999999,18.0,736.0,5.762051382780177,4.173771695853422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8950,4996673,57750.0,1926,1,100,47.2,5.6,0.3,1712400.0,17124.0,53.88,40.695988,-73.98335,2.0,15.0,4.51085950651685,3.986759351542163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,2805629,247000.0,1960,1,100,24.1,6.6,0.0,256522.5,2565.2,,40.758342999999996,-73.959944,6.0,10601.0,2.6100697927420065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,2789423,71854.0,1929,1,100,105.0,6.1,0.0,412643.7,4126.4,108.19,40.813095000000004,-73.90717099999999,1.0,73.0,6.236956502085953,4.683888940699482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8986,3540238,293308.0,2007,1,100,67.2,6.0,0.5,14050296.5,152254.0,29.59,40.689165,-73.986503,2.0,37.0,6.615127664137342,3.3874364664121184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6581,2653858,63535.0,1942,1,100,85.0,4.1,0.8,4452000.0,48191.6,90.95,40.834647,-73.915373,4.0,17901.0,5.465948207931988,4.5103099049641315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10629,2734724,144128.0,1961,1,100,60.9,3.8,0.5,7287200.0,77331.1,32.27,40.645394,-73.96978100000001,14.0,1522.0,5.9974466187855295,3.4741380060638707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,4450908,583639.0,1928,1,100,59.2,11.4,0.0,923281.3,9508.0,,40.707588,-74.010013,1.0,7.0,3.8918202981106265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,4952359,90405.0,1978,1,100,123.2,10.3,0.3,2276596.9,22766.0,62.19,40.751839000000004,-73.970725,6.0,90.0,6.0787883752796565,4.1301942151157975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,2684391,53093.0,1910,1,100,71.9,3.7,0.6,3133281.0,31332.8,,40.804382000000004,-73.965179,9.0,199.0,5.114394528387108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,2722014,67518.0,1910,1,100,73.6,3.7,0.6,4516985.0,45169.8,37.6,40.810679,-73.96446800000001,9.0,205.0,5.480222169845649,3.6270040503958487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,2737847,64218.0,1903,1,100,76.8,6.2,0.6,3357904.8,36997.5,27.29,40.734125,-73.99497,2.0,61.0,5.255931650051599,3.306520334720247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,5849848,64598.0,1979,1,100,69.8,7.6,0.2,1033052.8,10330.5,36.09,40.748882,-73.983524,5.0,82.0,5.236441962829949,3.586015818654697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14657,4672008,92862.0,2005,1,95,85.6,6.6,0.7,6110183.7,66975.1,58.78,40.589094,-73.80738199999999,14.0,94202.0,5.782285536144145,4.073801660990771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14245,4842738,75600.0,1941,1,100,58.6,4.1,0.4,3509699.7,35097.0,89.07,,,,,5.2278949022514904,4.489422577443778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,3112326,67800.0,1931,1,100,135.6,6.5,1.2,7677069.9,82510.9,,40.816995,-73.88579200000001,2.0,11502.0,6.010776858140355,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13853,2641875,157080.0,1961,1,100,155.9,7.8,0.9,6732222.0,67322.2,96.3,,,,,6.363545211196563,4.56746831880408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11666,2800725,114548.0,1962,1,100,74.6,5.3,0.6,6124443.5,65713.2,59.46,40.591899,-73.95786899999999,15.0,588.0,5.849036553975704,4.085303817569952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8753,2731798,113280.0,1987,1,100,69.7,5.0,0.6,5916902.6,65862.2,,40.886432,-73.904881,8.0,285.0,5.750347943803522,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
