Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Borough_Staten Island
2519,2682648,250220.0,1973,1,100,89.4,7.3,0.0,769076.5,7815.8,,40.735494,-73.985563,6.0,48.0,3.708682081410116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,2648577,143914.0,1928,1,100,134.1,19.1,0.4,5272524.1,53493.3,66.13,40.764419000000004,-73.977113,5.0,11201.0,5.634789603169249,4.191622501686571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,2817302,616738.0,1960,1,100,67.2,6.0,0.5,22086638.9,238130.2,,,,,,7.11012453107987,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,4405692,150340.0,1987,1,100,91.3,10.3,0.6,8545311.8,94648.3,,40.74044,-73.984302,5.0,68.0,6.11787690946242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,4480347,134183.0,1927,1,100,63.3,2.7,0.0,311881.8,3118.8,,40.784133000000004,-73.981335,7.0,167.0,6.277770673379832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12946,5869728,135960.0,1952,1,100,81.2,4.1,0.7,9134166.2,100684.6,69.65,,,,,6.184561177069895,4.243482700225814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12016,3536582,60607.0,1955,1,100,23.2,7.2,,,,22.64,,,,,,3.119718253334982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,3663468,222600.0,2009,1,100,31.5,2.7,0.3,2868399.7,34441.1,0.34,40.806622999999995,-73.907646,1.0,19.0,5.026508643252546,-1.0788096613719298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12836,3112135,192640.0,1964,1,100,85.2,4.7,0.7,13250971.7,142195.7,40.58,,,,,6.5564942248874845,3.7032753343976688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,5039588,100244.0,1927,1,50,26.6,7.8,,,,6.94,40.754436,-73.992915,4.0,111.0,,1.937301774518713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14785,2610721,160000.0,1920,1,100,125.9,3.2,1.2,4420941.2,47645.5,,40.619791,-74.091447,1.0,39.0,5.502481951264444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3735,2817479,62237.0,1924,1,100,92.3,15.0,,,,26.51,40.756962,-73.976256,5.0,94.0,,3.277522020300934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,2805227,71808.0,1920,1,100,26.8,8.2,,,,36.48,40.843307,-73.941757,12.0,255.0,,3.5967641652061304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,2664831,65019.0,1925,1,100,17.0,4.8,0.0,35723.7,357.2,65.61,,,,,0.6418538861723947,4.1837281233567865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12077,2798103,53840.0,1928,1,100,124.4,4.4,1.2,5859841.5,62691.8,,,,,,5.740435792304236,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919,3094895,127000.0,1932,1,100,13.3,3.0,0.0,375600.0,3800.5,,40.834184,-73.948396,12.0,241.0,2.990719731730447,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4823,4038984,107788.0,1928,1,100,58.9,5.4,,,,29.75,40.779891,-73.95649399999999,8.0,14802.0,5.821861762721802,3.392829131991639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430,3930053,57000.0,1930,1,100,78.1,13.0,0.4,2126330.8,22616.5,,40.669602000000005,-73.945654,8.0,337.0,4.726502471155617,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12556,2803697,81000.0,1939,1,100,83.5,3.1,0.8,6430100.4,70010.0,51.56,,,,,5.833347679010845,3.9427461780709865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2238727,129135.0,1913,1,100,75.2,16.7,0.2,2474372.4,28194.1,25.1,40.719281,-74.00001400000001,2.0,45.0,4.8782461060505105,3.2228678461377385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7736,4842724,98238.0,1937,1,100,19.6,4.0,0.1,576300.0,5763.0,62.25,40.873293,-73.901866,8.0,26702.0,3.4210000089583352,4.131158535344817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,3527431,112100.0,1920,1,90,92.3,10.6,,,,13.07,40.766481,-73.981809,5.0,137.0,6.184973293292501,2.570319527636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,4403148,167821.0,1920,1,100,54.7,2.5,0.5,7782992.7,84575.3,23.35,40.834967999999996,-73.94669300000001,12.0,241.0,6.1396690117576975,3.150596984114906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7944,4495846,65250.0,1937,1,100,72.2,3.6,0.7,4107099.8,44627.3,,40.867207,-73.895016,7.0,40304.0,5.384953673207583,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,3429197,788241.0,1958,1,100,49.5,7.6,,,,25.16,40.708791,-74.007189,1.0,1502.0,,3.22525543183224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10477,4406973,79088.0,1941,1,100,83.8,3.5,0.8,5701300.1,61463.9,,40.658203,-73.958191,9.0,79601.0,5.713072521563293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8329,2743975,98832.0,1928,1,100,77.0,3.5,0.7,6371050.0,68490.2,,40.847305,-73.833797,10.0,26601.0,5.824228627732068,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,4395927,62094.0,1928,1,100,68.3,0.7,,164977.4,,82.53,40.85503,-73.898907,5.0,379.0,5.722277057292366,4.413161863604593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12539,5932289,55000.0,1958,1,100,87.7,4.2,0.4,2408900.1,24089.0,,,,,,5.504111279527133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,2670497,127293.0,1929,1,100,61.4,4.4,0.0,86940.0,869.4,,40.758184,-73.96008499999999,6.0,10601.0,1.5260563034950492,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,4039176,187543.0,1962,1,100,84.2,6.3,0.0,386600.0,3934.2,,40.736331,-73.98666700000001,6.0,50.0,3.0204248861443626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2741571,1651267.0,1973,1,100,124.5,6.7,,23052893.3,,,40.844457,-73.942518,12.0,255.0,8.049554762876783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11484,4843831,84375.0,1935,1,100,74.0,2.9,0.7,5403100.0,57768.6,,40.605363,-73.952552,15.0,560.0,5.659482215759621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12453,2811418,189250.0,1962,1,100,156.0,14.8,0.6,10906799.8,112588.4,69.39,,,,,7.096804156525518,4.239742764911457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9991,4406254,172395.0,1900,1,100,62.1,5.4,0.4,7501063.7,75010.6,8.25,40.713428,-73.934818,1.0,449.0,5.987456525710443,2.1102132003465894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5588,3505210,80555.0,1900,1,100,130.4,9.3,1.0,7869620.7,83765.9,105.01,40.806549,-73.953825,10.0,257.0,6.035481432524756,4.654055583717902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7636,3812305,68797.0,1928,1,100,68.5,4.5,0.5,3026612.4,32359.3,,40.865049,-73.902822,7.0,265.0,5.307277107919509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,2719894,1015671.0,1987,1,100,56.9,8.3,0.0,3037399.9,30374.0,,40.734704,-73.989926,5.0,50.0,5.093136515607999,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894,2771491,55933.0,1922,1,100,125.7,11.1,0.9,4690672.4,50679.3,,40.836273999999996,-73.940401,12.0,245.0,5.566434283504978,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,2799351,68841.0,1934,1,100,76.1,6.8,0.6,3584400.1,40533.3,31.57,40.791588,-73.97242299999999,7.0,179.0,5.249127122357265,3.4522073025699003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,4926055,74514.0,1929,1,100,77.6,4.1,0.7,4695349.1,50725.3,69.54,40.855321999999994,-73.864775,11.0,228.0,5.519058033245936,4.241902126579715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2648547,173491.0,1925,1,100,66.7,11.5,0.0,405353.3,4138.7,14.77,40.747294000000004,-73.997023,5.0,95.0,5.894127314219024,2.6925980965432883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14684,4405014,89412.0,1961,1,100,58.1,3.5,0.2,1907009.1,20834.0,29.69,,,,,5.583496308781699,3.3908102887756684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,2910148,66633.0,1920,1,100,145.1,10.0,1.1,7396263.6,73229.2,,40.696084,-73.969246,2.0,543.0,5.973555126564414,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11613,2659986,86000.0,1946,1,100,64.0,2.1,0.6,5692300.2,60872.5,39.41,40.603758,-73.95265400000001,15.0,560.0,5.711419901785413,3.6740195912069122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13415,3535593,57880.0,1935,1,100,25.8,7.6,,,,6.43,,,,,,1.860974538249528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,4046391,103750.0,1898,1,95,158.6,25.7,0.1,1076919.3,11232.9,84.56,40.754814,-73.981935,5.0,96.0,6.10412336524692,4.437461341561982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879,2667400,51060.0,1955,1,100,106.8,3.6,0.1,437567.7,4375.7,33.23,40.8688,-73.88937,7.0,40501.0,6.01200219832553,3.503453082366503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,4926031,72000.0,1928,1,100,114.1,5.2,1.0,6888929.1,68889.3,129.97,40.838637,-73.90969799999999,4.0,225.0,5.902360072025161,4.867303654593497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12212,5034712,58992.0,1930,1,100,48.5,3.7,0.4,2200999.9,22010.0,3.67,,,,,4.761318868478023,1.3001916620664788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13915,3986800,466368.0,1952,8,100,85.6,3.8,0.8,34554643.3,377888.2,63.61,,,,,7.515017720384913,4.152770690690713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11952,2804221,63000.0,1938,1,100,65.2,3.9,0.6,3248900.3,35264.6,122.39,40.577113,-73.950859,15.0,620.0,5.150976778649327,4.807212667394247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,4401449,100984.0,1985,1,100,55.6,7.7,0.3,2879384.3,31891.0,22.0,40.72221,-74.010722,1.0,39.0,5.029784112935016,3.091042453358316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,4527949,51388.0,1930,1,95,90.5,,,1566121.0,,46.39,40.765512,-73.977947,5.0,137.0,5.812038793426053,3.8370839187636525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2736144,97440.0,1949,1,100,72.7,2.4,0.7,6274253.5,67266.4,,40.584781,-73.971018,13.0,37402.0,5.8090429853136945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6756,4495617,58000.0,1925,1,100,58.7,5.7,0.4,2270230.2,22702.3,248.42,40.831493,-73.922084,4.0,195.0,4.792479284293085,5.5151208621160475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,4752141,191518.0,2014,1,100,106.6,9.1,0.8,6521120.7,65211.2,,40.830515999999996,-73.940507,9.0,23501.0,5.84759417668828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14925,2630964,352800.0,1969,1,100,83.8,4.2,0.7,8074049.4,85878.4,,40.5625,-74.113985,3.0,12806.0,6.061223791522835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5367,3100635,362400.0,1974,2,100,55.0,10.1,0.2,8069621.6,82875.3,,40.801703,-73.962692,7.0,193.0,6.060524083039477,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,4370548,461229.0,2012,1,100,58.5,8.2,0.3,14442233.7,160445.4,,40.772251000000004,-73.986263,7.0,145.0,6.64261717096525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7645,2795652,69552.0,1931,1,100,72.2,3.4,0.6,4375600.3,45760.0,90.28,40.861059000000004,-73.907686,7.0,255.0,5.6017497490910495,4.502915951949335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,2817157,96337.0,2008,1,100,65.0,8.2,0.4,4027078.7,42488.9,27.33,40.769298,-73.986909,4.0,139.0,5.36550861608836,3.3079849999399764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,2677378,1797891.0,1974,1,100,58.6,12.4,0.2,24409176.6,252829.6,63.66,,,,,7.167423604978719,4.1535564218539465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,3535469,62890.0,1960,1,100,86.3,,,4611797.6,,47.58,40.826901,-73.89495699999999,2.0,125.0,5.501258210544727,3.8624125048748117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13004,3107962,183115.0,1950,5,100,72.9,4.7,0.6,11296102.0,122875.7,55.39,,,,,6.396929655216146,4.014399072045013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6609,4926088,92950.0,1927,1,100,76.1,3.8,0.4,3623759.8,36237.6,89.75,40.82424,-73.924159,4.0,5902.0,5.876053695596654,4.497028027368389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,2666174,92976.0,1951,1,100,56.6,3.4,0.0,195745.0,1997.6,,40.784976,-73.982252,7.0,167.0,5.867600559885596,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,4419467,81330.0,1955,1,100,97.2,5.5,0.8,6626899.8,66269.0,65.26,40.658414,-73.939565,9.0,87401.0,5.863631175598097,4.178379291165174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6620,4897318,71868.0,1939,1,95,91.6,3.3,0.2,1292700.1,12927.0,,40.827416,-73.92129,4.0,18301.0,5.990464046774399,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,2815678,323691.0,1929,1,100,58.0,3.7,0.5,14667299.6,162004.2,,40.790898,-73.965255,7.0,181.0,6.6581394073368125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9487,3072455,53784.0,1931,1,100,71.3,3.5,0.0,16128.3,161.3,80.12,40.662742,-73.94470799999999,9.0,329.0,5.457881936219375,4.383525510797617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8189,4382977,73308.0,1928,1,100,68.7,1.3,,559128.4,,99.81,40.826551,-73.876779,9.0,5002.0,5.831589179143857,4.603268378698495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,2678180,151236.0,2008,1,100,43.2,7.3,0.2,2801623.4,31011.6,32.42,40.740803,-73.991776,5.0,58.0,5.002603122398992,3.4787755163075302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,5830288,66524.0,1930,1,95,5.0,1.2,0.0,59033.3,605.1,0.0,40.744489,-73.996554,4.0,91.0,1.1314021114911006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11266,3523289,60000.0,1939,1,100,77.0,3.1,0.7,4588999.6,49040.6,44.52,40.613504,-73.968459,12.0,440.0,5.495937960631161,3.795938526407344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
